"DATE","TITLE","ACTIVITY"
"10566","2006","Cardigan Federal NDP Riding Association",
"3340","2004","Cariboo--Chilcotin Federal Liberal Association",
"10922","2006","Cariboo--Prince George Christian Heritage Party EDA",
"2741","2004","Cariboo--Prince George Conservative Association",
"6652","2005","Cariboo--Prince George Conservative Association",
"10387","2006","Cariboo--Prince George Conservative Association",
"3958","2004","Cariboo--Prince George Federal Liberal Association",
"7070","2005","Cariboo--Prince George Federal Liberal Association",
"10804","2006","Cariboo--Prince George Federal Liberal Association",
"3045","2004","Cariboo--Prince George Federal NDP Riding Association",
"6424","2005","Cariboo--Prince George Federal NDP Riding Association",
"10161","2006","Cariboo--Prince George Federal NDP Riding Association",
"3628","2004","Carleton--Mississippi Mills Federal Green Party Association",
"6577","2005","Carleton--Mississippi Mills Federal Green Party Association",
"10312","2006","Carleton--Mississippi Mills Federal Green Party Association",
"2929","2004","Carleton--Mississippi Mills Federal Liberal Association",
"6885","2005","Carleton--Mississippi Mills Federal Liberal Association",
"10620","2006","Carleton--Mississippi Mills Federal Liberal Association",
"3142","2004","Carleton--Mississippi Mills Federal NDP Riding Association",
"6339","2005","Carleton--Mississippi Mills Federal NDP Riding Association",
"10076","2006","Carleton--Mississippi Mills Federal NDP Riding Association",
"2902","2004","Central Nova Conservative Association",
"6959","2005","Central Nova Conservative Association",
"10693","2006","Central Nova Conservative Association",
"3591","2004","Central Nova Federal Liberal Association",
"6386","2005","Central Nova Federal Liberal Association",
"10123","2006","Central Nova Federal Liberal Association",
"3205","2004","Central Nova Federal NDP Riding Association",
"6562","2005","Central Nova Federal NDP Riding Association",
"10297","2006","Central Nova Federal NDP Riding Association",
"3940","2004","Chambly--Borduas Conservative Association",
"7026","2005","Chambly--Borduas Conservative Association",
"10760","2006","Chambly--Borduas Conservative Association",
"3215","2004","Chambly-Borduas Federal NDP Riding Association",
"6446","2005","Chambly-Borduas Federal NDP Riding Association",
"10183","2006","Chambly-Borduas Federal NDP Riding Association",
"3573","2004","Champlain Federal Liberal Association",
"2886","2004","Charlesbourg--Haute-Saint-Charles Conservative Association",
"6777","2005","Charlesbourg--Haute-Saint-Charles Conservative Association",
"10512","2006","Charlesbourg--Haute-Saint-Charles Conservative Association",
"2772","2004","Charleswood--St. James--Assiniboia Conservative Association",
"6631","2005","Charleswood--St. James--Assiniboia Conservative Association",
"10366","2006","Charleswood--St. James--Assiniboia Conservative Association",
"10916","2006","Charleswood--St. James--Assiniboia Federal Green Party Association",
"3403","2004","Charleswood--St. James--Assiniboia Federal Liberal Association",
"6124","2005","Charleswood--St. James--Assiniboia Federal Liberal Association",
"9861","2006","Charleswood--St. James--Assiniboia Federal Liberal Association",
"3081","2004","Charleswood--St. James--Assiniboia Federal NDP Riding Association",
"6318","2005","Charleswood--St. James--Assiniboia Federal NDP Riding Association",
"10055","2006","Charleswood--St. James--Assiniboia Federal NDP Riding Association",
"3644","2004","Charlottetown Conservative Association",
"6973","2005","Charlottetown Conservative Association",
"10707","2006","Charlottetown Conservative Association",
"3583","2004","Charlottetown Federal Liberal Riding Association",
"6397","2005","Charlottetown Federal Liberal Riding Association",
"10134","2006","Charlottetown Federal Liberal Riding Association",
"3229","2004","Charlottetown Federal NDP Riding Association",
"6947","2005","Charlottetown Federal NDP Riding Association",
"10682","2006","Charlottetown Federal NDP Riding Association",
"3559","2004","Châteauguay--Saint-Constant Federal Liberal Association",
"6433","2005","Châteauguay--Saint-Constant Federal Liberal Association",
"10170","2006","Châteauguay--Saint-Constant Federal Liberal Association",
"3917","2004","Chatham--Kent Essex Green Party",
"7007","2005","Chatham--Kent Essex Green Party",
"10741","2006","Chatham--Kent Essex Green Party",
"2854","2004","Chatham-Kent--Essex Conservative Association",
"6730","2005","Chatham-Kent--Essex Conservative Association",
"10465","2006","Chatham-Kent--Essex Conservative Association",
"3466","2004","Chatham--Kent--Essex Federal Liberal Association",
"6308","2005","Chatham--Kent--Essex Federal Liberal Association",
"10045","2006","Chatham--Kent--Essex Federal Liberal Association",
"3137","2004","Chatham-Kent--Essex Federal NDP Riding Association",
"6465","2005","Chatham-Kent--Essex Federal NDP Riding Association",
"10202","2006","Chatham-Kent--Essex Federal NDP Riding Association",
"3277","2004","Chicoutimi--Le Fjord Conservative Association",
"6738","2005","Chicoutimi--Le Fjord Conservative Association",
"10473","2006","Chicoutimi--Le Fjord Conservative Association",
"3560","2004","Chicoutimi--Le Fjord Federal Liberal Association",
"6081","2005","Chicoutimi--Le Fjord Federal Liberal Association",
"9818","2006","Chicoutimi--Le Fjord Federal Liberal Association",
"3192","2004","Chicoutimi--Le Fjord Federal NDP Riding Association",
"6477","2005","Chicoutimi--Le Fjord Federal NDP Riding Association",
"10214","2006","Chicoutimi--Le Fjord Federal NDP Riding Association",
"2721","2004","Chilliwack--Fraser Canyon Conservative Association",
"6654","2005","Chilliwack--Fraser Canyon Conservative Association",
"10389","2006","Chilliwack--Fraser Canyon Conservative Association",
"3959","2004","Chilliwack--Fraser Canyon Federal Liberal Association",
"7065","2005","Chilliwack--Fraser Canyon Federal Liberal Association",
"10799","2006","Chilliwack--Fraser Canyon Federal Liberal Association",
"3013","2004","Chilliwack--Fraser Canyon Federal NDP Riding Association",
"6512","2005","Chilliwack--Fraser Canyon Federal NDP Riding Association",
"10249","2006","Chilliwack--Fraser Canyon Federal NDP Riding Association",
"10919","2006","CHP - Newmarket--Aurora",
"7100","2005","CHP Kings Hants",
"10833","2006","CHP Kings Hants",
"7138","2005","CHP of Canada Durham Riding Association",
"10865","2006","CHP of Canada Durham Riding Association",
"7101","2005","CHP Skeena--Bulkley Valley",
"10834","2006","CHP Skeena--Bulkley Valley",
"10924","2006","CHP South Shore--St. Margaret's",
"7747","2005","Christian Heritage Party - Abbotsford Riding",
"10902","2006","Christian Heritage Party - Abbotsford Riding",
"7152","2005","Christian Heritage Party - E.M.L. - Electoral District",
"10881","2006","Christian Heritage Party - E.M.L. - Electoral District",
"7113","2005","Christian Heritage Party - Lethbridge Riding",
"10845","2006","Christian Heritage Party - Lethbridge Riding",
"11039","2005","Christian Heritage Party - Victoria Riding Association",
"10889","2006","Christian Heritage Party - Victoria Riding Association",
"11038","2005","Christian Heritage Party - Westlock--St. Paul Electoral District Association",
"10888","2006","Christian Heritage Party - Westlock--St. Paul Electoral District Association",
"11178","2006","Christian Heritage Party Ajax--Pickering EDA",
"7099","2005","Christian Heritage Party EDA for Chilliwack--Fraser Canyon",
"10832","2006","Christian Heritage Party EDA for Chilliwack--Fraser Canyon",
"7110","2005","Christian Heritage Party, Huron--Bruce Electoral District Association",
"10842","2006","Christian Heritage Party, Huron--Bruce Electoral District Association",
"7146","2005","Christian Heritage Party Lambton--Kent--Middlesex Riding Association",
"10877","2006","Christian Heritage Party Lambton--Kent--Middlesex Riding Association",
"7103","2005","Christian Heritage Party of Niagara West--Glanbrook",
"10836","2006","Christian Heritage Party of Niagara West--Glanbrook",
"7128","2005","Christian Heritage Party Oxford Riding",
"10862","2006","Christian Heritage Party Oxford Riding",
"7107","2005","Christian Heritage Party St. Catharines E.D.A.",
"10839","2006","Christian Heritage Party St. Catharines E.D.A.",
"7137","2005","Christian Heritage Party Welland Riding",
"10864","2006","Christian Heritage Party Welland Riding",
"7145","2005","Christian Heritage Party Wellington--Halton Hills Riding Association",
"10873","2006","Christian Heritage Party Wellington--Halton Hills Riding Association",
"2773","2004","Churchill Conservative Association",
"6920","2005","Churchill Conservative Association",
"10655","2006","Churchill Conservative Association",
"3404","2004","Churchill Federal Liberal Association",
"6123","2005","Churchill Federal Liberal Association",
"9860","2006","Churchill Federal Liberal Association",
"3082","2004","Churchill Federal NDP Riding Association",
"6346","2005","Churchill Federal NDP Riding Association",
"10083","2006","Churchill Federal NDP Riding Association",
"3278","2004","Compton--Stanstead Conservative Association",
"6737","2005","Compton--Stanstead Conservative Association",
"10472","2006","Compton--Stanstead Conservative Association",
"3561","2004","Compton--Stanstead Federal Liberal Association",
"6368","2005","Compton--Stanstead Federal Liberal Association",
"10105","2006","Compton--Stanstead Federal Liberal Association",
"7122","2005","Compton--Stanstead Federal NDP Riding Association",
"10856","2006","Compton--Stanstead Federal NDP Riding Association",
"3945","2004","Conservative Party of Canada Carleton--Mississippi Mills",
"6729","2005","Conservative Party of Canada Carleton--Mississippi Mills",
"10464","2006","Conservative Party of Canada Carleton--Mississippi Mills",
"2740","2004","Conservative Party of Canada Edmonton East Electoral District Association",
"6671","2005","Conservative Party of Canada Edmonton East Electoral District Association",
"10406","2006","Conservative Party of Canada Edmonton East Electoral District Association",
"2822","2004","Conservative Party of Canada Electoral District Association Ottawa--Orléans",
"6647","2005","Conservative Party of Canada Electoral District Association Ottawa--Orléans",
"10382","2006","Conservative Party of Canada Electoral District Association Ottawa--Orléans",
"2895","2004","Conservative Party of Canada Fredericton Electoral District Association",
"6863","2005","Conservative Party of Canada Fredericton Electoral District Association",
"10598","2006","Conservative Party of Canada Fredericton Electoral District Association",
"3255","2004","Conservative Party of Canada Lac-Saint-Louis Electoral District Association",
"6716","2005","Conservative Party of Canada Lac-Saint-Louis Electoral District Association",
"10451","2006","Conservative Party of Canada Lac-Saint-Louis Electoral District Association",
"2705","2004","Conservative Party of Canada Langley Electoral District Association",
"6640","2005","Conservative Party of Canada Langley Electoral District Association",
"10375","2006","Conservative Party of Canada Langley Electoral District Association",
"2697","2004","Conservative Party of Canada Vancouver South EDA",
"6870","2005","Conservative Party of Canada Vancouver South EDA",
"10605","2006","Conservative Party of Canada Vancouver South EDA",
"2755","2004","Crowfoot Conservative Association",
"6664","2005","Crowfoot Conservative Association",
"10399","2006","Crowfoot Conservative Association",
"10939","2006","Crowfoot Federal Green Party Association",
"3395","2004","Crowfoot Federal Liberal Association",
"6229","2005","Crowfoot Federal Liberal Association",
"9966","2006","Crowfoot Federal Liberal Association",
"3028","2004","Crowfoot Federal NDP Riding Association",
"6483","2005","Crowfoot Federal NDP Riding Association",
"10220","2006","Crowfoot Federal NDP Riding Association",
"3938","2004","Cumberland--Colchester--Musquodoboit Valley Conservative Association",
"7019","2005","Cumberland--Colchester--Musquodoboit Valley Conservative Association",
"10753","2006","Cumberland--Colchester--Musquodoboit Valley Conservative Association",
"3586","2004","Cumberland--Colchester--Musquodoboit Valley Federal Liberal Association",
"6911","2005","Cumberland--Colchester--Musquodoboit Valley Federal Liberal Association",
"10646","2006","Cumberland--Colchester--Musquodoboit Valley Federal Liberal Association",
"3231","2004","Cumberland--Colchester--Musquodoboit Valley Federal NDP Riding Association",
"6353","2005","Cumberland--Colchester--Musquodoboit Valley Federal NDP Riding Association",
"10090","2006","Cumberland--Colchester--Musquodoboit Valley Federal NDP Riding Association",
"10923","2006","Cumberland--Colchester--Musquodoboit Valley Federal PC Association",
"2762","2004","Cypress Hills--Grasslands Conservative Association",
"6613","2005","Cypress Hills--Grasslands Conservative Association",
"10348","2006","Cypress Hills--Grasslands Conservative Association",
"3376","2004","Cypress Hills--Grasslands Federal Liberal Association",
"6403","2005","Cypress Hills--Grasslands Federal Liberal Association",
"10140","2006","Cypress Hills--Grasslands Federal Liberal Association",
"3068","2004","Cypress Hills--Grasslands Federal NDP Riding Association",
"6254","2005","Cypress Hills--Grasslands Federal NDP Riding Association",
"9991","2006","Cypress Hills--Grasslands Federal NDP Riding Association",
"2887","2004","Dartmouth--Cole Harbour Conservative Association",
"6692","2005","Dartmouth--Cole Harbour Conservative Association",
"10427","2006","Dartmouth--Cole Harbour Conservative Association",
"3587","2004","Dartmouth--Cole Harbour Federal Liberal Association",
"6382","2005","Dartmouth--Cole Harbour Federal Liberal Association",
"10119","2006","Dartmouth--Cole Harbour Federal Liberal Association",
"3232","2004","Dartmouth--Cole Harbour Federal NDP Riding Association",
"6426","2005","Dartmouth--Cole Harbour Federal NDP Riding Association",
"10163","2006","Dartmouth--Cole Harbour Federal NDP Riding Association",
"7153","2005","Dartmouth--Cole Harbour PC Association",
"10882","2006","Dartmouth--Cole Harbour PC Association",
"2774","2004","Dauphin--Swan River--Marquette Conservative Association",
"6924","2005","Dauphin--Swan River--Marquette Conservative Association",
"10659","2006","Dauphin--Swan River--Marquette Conservative Association",
"11020","2006","Dauphin--Swan River--Marquette Federal Green Party Association",
"3405","2004","Dauphin--Swan River--Marquette Federal Liberal Association",
"6121","2005","Dauphin--Swan River--Marquette Federal Liberal Association",
"9858","2006","Dauphin--Swan River--Marquette Federal Liberal Association",
"3083","2004","Dauphin--Swan River--Marquette Federal NDP Riding Association",
"6340","2005","Dauphin--Swan River--Marquette Federal NDP Riding Association",
"10077","2006","Dauphin--Swan River--Marquette Federal NDP Riding Association",
"3965","2004","Davenport Conservative Association",
"7024","2005","Davenport Conservative Association",
"10758","2006","Davenport Conservative Association",
"2981","2004","Davenport Federal Green Party Association",
"6814","2005","Davenport Federal Green Party Association",
"10549","2006","Davenport Federal Green Party Association",
"3502","2004","Davenport Federal Liberal Association",
"6198","2005","Davenport Federal Liberal Association",
"9935","2006","Davenport Federal Liberal Association",
"3164","2004","Davenport Federal NDP Riding Association",
"6284","2005","Davenport Federal NDP Riding Association",
"10021","2006","Davenport Federal NDP Riding Association",
"2701","2004","Delta--Richmond East Conservative Association",
"6930","2005","Delta--Richmond East Conservative Association",
"10665","2006","Delta--Richmond East Conservative Association",
"3341","2004","Delta--Richmond East Federal Liberal Association",
"7045","2005","Delta--Richmond East Federal Liberal Association",
"10779","2006","Delta--Richmond East Federal Liberal Association",
"3626","2004","Delta--Richmond East Federal NDP Riding Association",
"6839","2005","Delta--Richmond East Federal NDP Riding Association",
"10574","2006","Delta--Richmond East Federal NDP Riding Association",
"2947","2004","Delta--Richmond East Green Party EDA",
"6575","2005","Delta--Richmond East Green Party EDA",
"10310","2006","Delta--Richmond East Green Party EDA",
"3928","2004","Desnethé--Missinippi--Churchill River Conservative Association",
"6847","2005","Desnethé--Missinippi--Churchill River Conservative Association",
"10582","2006","Desnethé--Missinippi--Churchill River Conservative Association",
"3396","2004","Desnethé--Missinippi--Churchill River Federal Liberal Riding Association",
"6402","2005","Desnethé--Missinippi--Churchill River Federal Liberal Riding Association",
"10139","2006","Desnethé--Missinippi--Churchill River Federal Liberal Riding Association",
"3067","2004","Desnethé--Missinippi--Churchill River NDP Riding Association",
"6491","2005","Desnethé--Missinippi--Churchill River NDP Riding Association",
"10228","2006","Desnethé--Missinippi--Churchill River NDP Riding Association",
"2856","2004","Don Valley East Conservative Association",
"6734","2005","Don Valley East Conservative Association",
"10469","2006","Don Valley East Conservative Association",
"3503","2004","Don Valley East Federal Liberal Association",
"6199","2005","Don Valley East Federal Liberal Association",
"9936","2006","Don Valley East Federal Liberal Association",
"3165","2004","Don Valley East Federal NDP Riding Association",
"6517","2005","Don Valley East Federal NDP Riding Association",
"10254","2006","Don Valley East Federal NDP Riding Association",
"7115","2005","Don Valley East GPC EDA",
"10847","2006","Don Valley East GPC EDA",
"2857","2004","Don Valley West Conservative Association",
"6750","2005","Don Valley West Conservative Association",
"10485","2006","Don Valley West Conservative Association",
"3504","2004","Don Valley West Federal Liberal Association",
"7009","2005","Don Valley West Federal Liberal Association",
"10743","2006","Don Valley West Federal Liberal Association",
"3166","2004","Don Valley West Federal NDP Riding Association",
"6361","2005","Don Valley West Federal NDP Riding Association",
"10098","2006","Don Valley West Federal NDP Riding Association",
"2982","2004","Don Valley West Green Party Association",
"6581","2005","Don Valley West Green Party Association",
"10316","2006","Don Valley West Green Party Association",
"2858","2004","Dufferin--Caledon Conservative Association",
"6742","2005","Dufferin--Caledon Conservative Association",
"10477","2006","Dufferin--Caledon Conservative Association",
"3916","2004","Dufferin--Caledon Federal Green Party Association",
"7005","2005","Dufferin--Caledon Federal Green Party Association",
"10739","2006","Dufferin--Caledon Federal Green Party Association",
"3505","2004","Dufferin--Caledon Federal Liberal Association",
"6200","2005","Dufferin--Caledon Federal Liberal Association",
"9937","2006","Dufferin--Caledon Federal Liberal Association",
"5991","2004","Dufferin--Caledon Federal NDP Riding Association",
"7080","2005","Dufferin--Caledon Federal NDP Riding Association",
"10813","2006","Dufferin--Caledon Federal NDP Riding Association",
"2855","2004","Durham Conservative Association",
"6732","2005","Durham Conservative Association",
"10467","2006","Durham Conservative Association",
"3930","2004","Durham Federal Green Party Association",
"7004","2005","Durham Federal Green Party Association",
"10738","2006","Durham Federal Green Party Association",
"3506","2004","Durham Federal Liberal Association",
"6994","2005","Durham Federal Liberal Association",
"10728","2006","Durham Federal Liberal Association",
"3167","2004","Durham Federal NDP Riding Association",
"6285","2005","Durham Federal NDP Riding Association",
"10022","2006","Durham Federal NDP Riding Association",
"7748","2005","Edmonton Centre Christian Heritage Party Electoral District Association",
"10903","2006","Edmonton Centre Christian Heritage Party Electoral District Association",
"2757","2004","Edmonton Centre Conservative Association",
"6670","2005","Edmonton Centre Conservative Association",
"10405","2006","Edmonton Centre Conservative Association",
"3363","2004","Edmonton Centre Federal Liberal Association",
"6216","2005","Edmonton Centre Federal Liberal Association",
"9953","2006","Edmonton Centre Federal Liberal Association",
"3032","2004","Edmonton Centre Federal NDP Riding Association",
"6453","2005","Edmonton Centre Federal NDP Riding Association",
"10190","2006","Edmonton Centre Federal NDP Riding Association",
"3397","2004","Edmonton East Federal Liberal Constituency Association",
"6227","2005","Edmonton East Federal Liberal Constituency Association",
"9964","2006","Edmonton East Federal Liberal Constituency Association",
"6000","2004","Edmonton East Federal NDP Riding Association",
"7086","2005","Edmonton East Federal NDP Riding Association",
"10819","2006","Edmonton East Federal NDP Riding Association",
"2722","2004","Edmonton--Leduc Conservative Association",
"6673","2005","Edmonton--Leduc Conservative Association",
"10408","2006","Edmonton--Leduc Conservative Association",
"3361","2004","Edmonton--Leduc Federal Liberal Association",
"6223","2005","Edmonton--Leduc Federal Liberal Association",
"9960","2006","Edmonton--Leduc Federal Liberal Association",
"3030","2004","Edmonton--Leduc Federal NDP Riding Association",
"6456","2005","Edmonton--Leduc Federal NDP Riding Association",
"10193","2006","Edmonton--Leduc Federal NDP Riding Association",
"2756","2004","Edmonton--Mill Woods--Beaumont Conservative Association",
"6667","2005","Edmonton--Mill Woods--Beaumont Conservative Association",
"10402","2006","Edmonton--Mill Woods--Beaumont Conservative Association",
"3375","2004","Edmonton--Mill Woods--Beaumont Federal Liberal Association",
"6225","2005","Edmonton--Mill Woods--Beaumont Federal Liberal Association",
"9962","2006","Edmonton--Mill Woods--Beaumont Federal Liberal Association",
"3029","2004","Edmonton--Mill Woods--Beaumont Federal NDP Riding Association",
"6459","2005","Edmonton--Mill Woods--Beaumont Federal NDP Riding Association",
"10196","2006","Edmonton--Mill Woods--Beaumont Federal NDP Riding Association",
"2724","2004","Edmonton--Sherwood Park Conservative Association",
"6676","2005","Edmonton--Sherwood Park Conservative Association",
"10411","2006","Edmonton--Sherwood Park Conservative Association",
"3364","2004","Edmonton--Sherwood Park Federal Liberal Association",
"6218","2005","Edmonton--Sherwood Park Federal Liberal Association",
"9955","2006","Edmonton--Sherwood Park Federal Liberal Association",
"3033","2004","Edmonton--Sherwood Park NDP Electoral District Association",
"6460","2005","Edmonton--Sherwood Park NDP Electoral District Association",
"10197","2006","Edmonton--Sherwood Park NDP Electoral District Association",
"2725","2004","Edmonton--Spruce Grove Conservative Association",
"6677","2005","Edmonton--Spruce Grove Conservative Association",
"10412","2006","Edmonton--Spruce Grove Conservative Association",
"2913","2004","Edmonton--Spruce Grove Federal Liberal Association",
"6235","2005","Edmonton--Spruce Grove Federal Liberal Association",
"9972","2006","Edmonton--Spruce Grove Federal Liberal Association",
"3041","2004","Edmonton--Spruce Grove Federal NDP Riding Association",
"6457","2005","Edmonton--Spruce Grove Federal NDP Riding Association",
"10194","2006","Edmonton--Spruce Grove Federal NDP Riding Association",
"10908","2006","Edmonton--St. Albert Christian Heritage Party E.D.A.",
"2723","2004","Edmonton--St. Albert Conservative Association",
"6866","2005","Edmonton--St. Albert Conservative Association",
"10601","2006","Edmonton--St. Albert Conservative Association",
"3371","2004","Edmonton--St. Albert Federal Liberal Association",
"6245","2005","Edmonton--St. Albert Federal Liberal Association",
"9982","2006","Edmonton--St. Albert Federal Liberal Association",
"6002","2004","Edmonton--St. Albert Federal NDP Riding Association",
"7075","2005","Edmonton--St. Albert Federal NDP Riding Association",
"10809","2006","Edmonton--St. Albert Federal NDP Riding Association",
"2726","2004","Edmonton--Strathcona Conservative Association",
"6679","2005","Edmonton--Strathcona Conservative Association",
"10414","2006","Edmonton--Strathcona Conservative Association",
"3362","2004","Edmonton--Strathcona Federal Liberal Association",
"6213","2005","Edmonton--Strathcona Federal Liberal Association",
"9950","2006","Edmonton--Strathcona Federal Liberal Association",
"3031","2004","Edmonton--Strathcona Federal NDP Riding Association",
"6452","2005","Edmonton--Strathcona Federal NDP Riding Association",
"10189","2006","Edmonton--Strathcona Federal NDP Riding Association",
"2859","2004","Eglinton--Lawrence Conservative Association",
"6788","2005","Eglinton--Lawrence Conservative Association",
"10523","2006","Eglinton--Lawrence Conservative Association",
"2930","2004","Eglinton--Lawrence Federal Liberal Association",
"6903","2005","Eglinton--Lawrence Federal Liberal Association",
"10638","2006","Eglinton--Lawrence Federal Liberal Association",
"3144","2004","Eglinton--Lawrence Federal NDP Riding Association",
"6513","2005","Eglinton--Lawrence Federal NDP Riding Association",
"10250","2006","Eglinton--Lawrence Federal NDP Riding Association",
"2909","2004","Egmont Conservative Association",
"6961","2005","Egmont Conservative Association",
"10695","2006","Egmont Conservative Association",
"3582","2004","Egmont Federal Liberal Association",
"6399","2005","Egmont Federal Liberal Association",
"10136","2006","Egmont Federal Liberal Association",
"3955","2004","Egmont NDP Riding Association",
"7054","2005","Egmont NDP Riding Association",
"10788","2006","Egmont NDP Riding Association",
"2860","2004","Elgin--Middlesex--London Conservative Association",
"6922","2005","Elgin--Middlesex--London Conservative Association",
"10657","2006","Elgin--Middlesex--London Conservative Association",
"3480","2004","Elgin--Middlesex--London Federal Liberal Association",
"6303","2005","Elgin--Middlesex--London Federal Liberal Association",
"10040","2006","Elgin--Middlesex--London Federal Liberal Association",
"3145","2004","Elgin--Middlesex--London Federal NDP Riding Association",
"6518","2005","Elgin--Middlesex--London Federal NDP Riding Association",
"10255","2006","Elgin--Middlesex--London Federal NDP Riding Association",
"7104","2005","Elgin--Middlesex--London GPC EDA",
"10837","2006","Elgin--Middlesex--London GPC EDA",
"3647","2004","Elmwood--Transcona Conservative Association",
"6964","2005","Elmwood--Transcona Conservative Association",
"10698","2006","Elmwood--Transcona Conservative Association",
"11179","2006","Elmwood--Transcona EDA of the CHP",
"3416","2004","Elmwood--Transcona Federal Liberal Association",
"6126","2005","Elmwood--Transcona Federal Liberal Association",
"9863","2006","Elmwood--Transcona Federal Liberal Association",
"3064","2004","Elmwood--Transcona Federal NDP Riding Association",
"6316","2005","Elmwood--Transcona Federal NDP Riding Association",
"10053","2006","Elmwood--Transcona Federal NDP Riding Association",
"2702","2004","Esquimalt--Juan de Fuca Conservative Association",
"6923","2005","Esquimalt--Juan de Fuca Conservative Association",
"10658","2006","Esquimalt--Juan de Fuca Conservative Association",
"3343","2004","Esquimalt--Juan de Fuca Federal Liberal Association",
"7043","2005","Esquimalt--Juan de Fuca Federal Liberal Association",
"10777","2006","Esquimalt--Juan de Fuca Federal Liberal Association",
"3012","2004","Esquimalt--Juan de Fuca Federal NDP Riding Association",
"6276","2005","Esquimalt--Juan de Fuca Federal NDP Riding Association",
"10013","2006","Esquimalt--Juan de Fuca Federal NDP Riding Association",
"2948","2004","Esquimalt--Juan de Fuca Green Party of Canada",
"6531","2005","Esquimalt--Juan de Fuca Green Party of Canada",
"10268","2006","Esquimalt--Juan de Fuca Green Party of Canada",
"3927","2004","Essex Conservative Association",
"6743","2005","Essex Conservative Association",
"10478","2006","Essex Conservative Association",
"3482","2004","Essex Federal Liberal Association",
"6201","2005","Essex Federal Liberal Association",
"9938","2006","Essex Federal Liberal Association",
"3147","2004","Essex Federal NDP Riding Association",
"6264","2005","Essex Federal NDP Riding Association",
"10001","2006","Essex Federal NDP Riding Association",
"11031","2005","Essex Green Party of Canada",
"10866","2006","Essex Green Party of Canada",
"2861","2004","Etobicoke Centre Conservative Association",
"6956","2005","Etobicoke Centre Conservative Association",
"10690","2006","Etobicoke Centre Conservative Association",
"3483","2004","Etobicoke Centre Federal Liberal Association",
"6203","2005","Etobicoke Centre Federal Liberal Association",
"9940","2006","Etobicoke Centre Federal Liberal Association",
"3148","2004","Etobicoke Centre Federal NDP Riding Association",
"6540","2005","Etobicoke Centre Federal NDP Riding Association",
"10276","2006","Etobicoke Centre Federal NDP Riding Association",
"2863","2004","Etobicoke North Conservative Association",
"6744","2005","Etobicoke North Conservative Association",
"10479","2006","Etobicoke North Conservative Association",
"2926","2004","Etobicoke North Federal Liberal Association",
"6889","2005","Etobicoke North Federal Liberal Association",
"10624","2006","Etobicoke North Federal Liberal Association",
"3150","2004","Etobicoke North Federal NDP Riding Association",
"6942","2005","Etobicoke North Federal NDP Riding Association",
"10677","2006","Etobicoke North Federal NDP Riding Association",
"2862","2004","Etobicoke--Lakeshore Conservative Association",
"6864","2005","Etobicoke--Lakeshore Conservative Association",
"10599","2006","Etobicoke--Lakeshore Conservative Association",
"3484","2004","Etobicoke--Lakeshore Federal Liberal Association",
"6204","2005","Etobicoke--Lakeshore Federal Liberal Association",
"9941","2006","Etobicoke--Lakeshore Federal Liberal Association",
"3149","2004","Etobicoke--Lakeshore Federal NDP Riding Association",
"6336","2005","Etobicoke--Lakeshore Federal NDP Riding Association",
"10073","2006","Etobicoke--Lakeshore Federal NDP Riding Association",
"2983","2004","Etobicoke--Lakeshore GPC EDA",
"6557","2005","Etobicoke--Lakeshore GPC EDA",
"10293","2006","Etobicoke--Lakeshore GPC EDA",
"3617","2004","Federal Liberal Association of Brossard--La Prairie",
"6765","2005","Federal Liberal Association of Brossard--La Prairie",
"10500","2006","Federal Liberal Association of Brossard--La Prairie",
"3539","2004","Federal Liberal Association of Repentigny",
"6436","2005","Federal Liberal Association of Repentigny",
"10173","2006","Federal Liberal Association of Repentigny",
"3509","2004","Federal Liberal Association of Vaudreuil-Soulanges",
"6365","2005","Federal Liberal Association of Vaudreuil-Soulanges",
"10102","2006","Federal Liberal Association of Vaudreuil-Soulanges",
"3648","2004","Fleetwood--Port Kells Conservative Association",
"6971","2005","Fleetwood--Port Kells Conservative Association",
"10705","2006","Fleetwood--Port Kells Conservative Association",
"3322","2004","Fleetwood--Port Kells Federal Liberal Association",
"7061","2005","Fleetwood--Port Kells Federal Liberal Association",
"10795","2006","Fleetwood--Port Kells Federal Liberal Association",
"3005","2004","Fleetwood--Port Kells Federal NDP Riding Association",
"6379","2005","Fleetwood--Port Kells Federal NDP Riding Association",
"10116","2006","Fleetwood--Port Kells Federal NDP Riding Association",
"2745","2004","Fort McMurray--Athabasca Conservative Association",
"6657","2005","Fort McMurray--Athabasca Conservative Association",
"10392","2006","Fort McMurray--Athabasca Conservative Association",
"3387","2004","Fort McMurray--Athabasca Federal Liberal Association",
"6234","2005","Fort McMurray--Athabasca Federal Liberal Association",
"9971","2006","Fort McMurray--Athabasca Federal Liberal Association",
"3052","2004","Fort McMurray--Athabasca Federal NDP Riding Association",
"6544","2005","Fort McMurray--Athabasca Federal NDP Riding Association",
"10280","2006","Fort McMurray--Athabasca Federal NDP Riding Association",
"3599","2004","Fredericton Federal Liberal Association",
"6108","2005","Fredericton Federal Liberal Association",
"9845","2006","Fredericton Federal Liberal Association",
"3211","2004","Fredericton Federal NDP Electoral District Association",
"6817","2005","Fredericton Federal NDP Electoral District Association",
"10552","2006","Fredericton Federal NDP Electoral District Association",
"2896","2004","Fundy Royal Conservative Association",
"6752","2005","Fundy Royal Conservative Association",
"10487","2006","Fundy Royal Conservative Association",
