"DATE","TITLE","ACTIVITY"
"Jan 28, 2017 02:16","Part 3a - Statement of Transfers to a Registered Party, Another Registered Association, a Candidate, a Leadership Contestant or a Nomination Contestant",""

GROUP_DATA
"Client_id","Registered_association","Fiscal_period",
"20634","0","0","0","0","16000","13847.94","0","0"
"20949","","","","","45000","","",""
"20908","0","0","0","0","38500","0","0","0"
"20301","3475","0","0","0","72700","0","0","0"
"20903","0","0","0","0","22140","0","0","0"
"20233","0","0","0","0","74500","596.48","0","0"
"20917","1000","638.4","0","0","46643","0","0","0"
"20410","","","","","2800","","",""
"20318","0","0","0","0","44750","1939.76","0","0"
"20921","0","0","0","0","51500","0","0","0"
"20069","660","","","","14100","","",""
"20918","0","0","0","0","5350","0","0","0"
"20900","0","0","0","0","41250","0","0","0"
"20913","0","0","0","0","11041.86","0","0","0"
"20923","0","0","0","0","90000","0","0","0"
"20043","18054","0","0","0","89400","0","0","0"
"20763","600","0","0","0","19300","0","0","0"
"20972","","","","","15200","","",""
"20749","0","0","0","0","36908","0","0","0"
"20848","325","0","0","0","69132.36","0","0","0"
"20122","0","0","0","0","0","11840.23","0","0"
"20080","750","0","0","0","20547.61","0","0","0"
"21062","","","","","79000","","",""
"20827","0","0","0","0","10229.11","0","0","0"
"20525","0","0","0","0","10050","0","0","0"
"20038","21656","0","0","0","20000","0","0","0"
"20274","0","0","0","0","40000","0","0","0"
"20144","","","","","22715","","",""
"20462","0","0","0","0","14000","0","0","0"
"20161","10000","0","0","0","54074.53","14226","0","0"
"20195","0","0","0","0","39600","24140.06","0","0"
"20504","0","0","0","0","81000","0","0","0"
"20343","0","0","0","0","37500","0","0","0"
"20332","79000","","","","","","",""
"20879","2660","","","","82200","","",""
"20867","600","0","0","0","86000","0","0","0"
"20937","","","","","3000","","",""
"20608","750","0","0","0","27000","0","0","0"
"20757","3515","0","2240.23","0","41500","0","0","0"
"20054","73483.5","","","","","","",""
"20916","1500","0","0","0","0","0","0","0"
"20925","0","0","0","0","8650","75","0","0"
"20284","100","","","","85000","4068","",""
"20269","0","0","0","0","36649","0","0","0"
"20129","40","0","0","0","13050","0","0","0"
"20193","600","0","0","0","39500","0","0","0"
"20944","0","0","6000","0","0","0","0","0"
"20820","575","0","0","0","76180","0","0","0"
"20316","","","","","15690","","",""
"20623","25137","","","","35000","","",""
"20754","690","0","0","0","42291.96","400","0","0"
"20097","0","0","0","0","55000","0","0","0"
"19980","1700","0","0","0","54000","0","0","0"
"20888","0","0","0","0","76000","0","0","0"
"20222","0","0","0","0","27391.94","10000","0","0"
"19977","1500","0"," -800","0","18928.52","0","0","0"
"20641","","","","","4500","","",""
"20077","50","","","","158089.32","2800","",""
"20549","0","0","0","0","49200","5125","0","0"
"20616","0","0","0","0","0","11006.5","0","0"
"20658","0","0","0","0","26375","0","0","0"
"20406","","","","","9500","2239.82","",""
"20266","","","","","60772.2","","",""
"20388","0","0","0","0","18750","0","0","0"
"20579","0","0","55000","0","50000","0","0","0"
"20819","0","0","0","0","88615","0","0","0"
"20202","0","0","0","0","24813.8","0","0","0"
"20375","210","0","31973.32","750","0","0","0","0"
"20762","0","0","0","0","57000","64069.99","0","0"
"20889","","","","","28000","","",""
"19985","300","0","0","0","39850.66","0","0","0"
"20753","600","0","0","0","43601.9","0","0","0"
"20145","0","0","0","0","18000","6794.69","0","0"
"20731","0","0","0","0","73949.91","473.42","0","0"
"20094","","","","","48066.73","","",""
"20640","7710","0","4000","0","80025","0","0","0"
"20770","0","0","0","0","10000","0","0","0"
"20500","235","0","0","0","40000","0","0","0"
"20082","600","0","0","0","66318.4","0","0","0"
"20938","0","0","0","0","31600","0","0","0"
"20694","0","0","7650","0","60000","0","0","0"
"20325","0","0","0","0","12000","0","0","0"
"20216","3442.96","","","","","","",""
"20050","10","0","0","0","76093.81","0","0","0"
"20041","17754","","","","57999.07","","",""
"19973","30861.1","","","","","","",""
"20759","175","0","0","0","1300","4912.11","0","0"
"20009","0","0","0","0","61320.57","0","0","0"
"20543","0","0","20000","0","67200","0","0","0"
"20005","250","","","","8500","","",""
"20790","","","","","28000","1805.57","",""
"20032","18448","","","","85966","","",""
"20008","","","","","45800","11960.68","",""
"20505","0","0","0","0","69590","0","0","0"
"20289","","","","","19062.77","","",""
"20045","27005","","","","68180.34","","",""
"21149","2327.29","","","","","","",""
"24367","2213.59","0","0","0","0","0","0","0"
"24048","32851.81","0","0","0","0","0","0","0"
"24242","17615.16","0","0","0","0","0","0","0"
"23417","4748.99","0","0","0","0","0","0","0"
"24542","632.16","","","","","","",""
"24400","75","0","300","0","0","0","0","0"
"23777","0","0","2500","0","0","0","0","0"
"24342","160","0","0","0","0","0","0","0"
"24017","0","0","0","0","0","719.82","0","0"
"20282","","","","","30000","","",""
"23431","0","0","0","0","32000","0","0","0"
"24057","0","0","37275","0","0","0","0","0"
"24244","5","0","0","0","0","0","0","0"
"24103","0","0","17000","0","0","0","0","0"
"23966","0","0","500","0","0","0","0","0"
"23791","0","0","23000","0","0","0","0","0"
"24227","1500","0","0","0","0","0","0","0"
"21131","","","","","1226.44","","",""
"23958","6489.23","0","0","0","0","0","0","0"
"24346","1280","0","0","0","0","0","0","0"
"23969","12000","","","","","","",""
"23623","0","0","0","0","386.45","0","0","0"
"24007","0","0","13907.97","0","0","0","0","0"
"23876","0","0","0","0","45000","0","0","0"
"24031","1200","0","0","0","0","0","0","0"
"23920","0","13922.63","0","0","0","0","0","0"
"23312","7093.67","0","0","0","0","0","0","0"
"23993","0","0","0","0","5050","0","0","0"
"23810","705","0","0","0","0","0","0","0"
"24251","1000","0","0","0","0","0","0","0"
"23963","180","","","","","","",""
"23926","0","0","59400","0","0","0","0","0"
"24345","0","0","100","0","0","0","0","0"
"24387","0","0","33000","0","0","0","0","0"
"23602","","","","","2308.32","","",""
"24225","8755","0","0","0","0","0","0","0"
"24313","300","0","100","0","0","0","0","0"
"23831","1960","0","0","0","0","50.85","0","0"
"23873","0","0","200","0","0","0","0","0"
"24321","1395.57","0","0","0","0","0","0","0"
"24311","","","100","","","","",""
"24307","400","0","0","0","0","0","0","0"
"23951","50","","","","0","312.15","",""
"24340","0","0","100","0","0","0","0","0"
"23676","0","0","0","0","1200","0","0","0"
"23333","2170.37","0","0","0","0","0","0","0"
"23364","600","0","0","0","0","0","0","0"
"23746","527.97","0","811.78","0","0","0","0","0"
"23407","350","0","0","0","0","0","0","0"
"23977","2186.05","0","0","0","0","0","0","0"
"24274","1400","0","0","0","0","550","0","0"
"23386","2000","0","0","0","0","0","0","0"
"23632","0","0","0","0","11261.61","0","0","0"
"23531","3000","0","0","0","0","0","0","0"
"23296","","","","","3830","","",""
"24142","0","0","0","0","4500","0","0","0"
"24410","100","0","0","0","0","0","0","0"
"23764","0","0","800","0","0","0","0","0"
"24236","419","0","0","0","0","0","0","0"
"23458","675","0","0","0","0","0","0","0"
"24050","60","0","6800","0","0","0","0","0"
"24260","140","0","0","0","0","0","0","0"
"24141","140","0","0","0","0","0","0","0"
"23373","7000","0","0","0","0","0","0","0"
"23636","279","0","0","0","0","0","0","0"
"23637","0","0","0","0","11.86","0","0","0"
"23265","75","0","1725","0","0","0","0","0"
"25702","3030.38","","","","","","",""
"24252","482.5","","","","","","",""
"23337","635","0","1000","0","0","0","0","0"
"23639","60","0","0","0","0","0","0","0"
"19981","","","","","2300","","",""
"20465","0","0","0","0","75000","0","0","0"
"23646","60","0","0","0","0","0","0","0"
"23905","0","0","21000","0","250","0","0","0"
"23306","2924.87","0","0","0","0","0","0","0"
"23767","0","0","2850","0","0","0","0","0"
"23809","0","0","12000","0","0","0","0","0"
"23579","2300","0","0","0","0","0","0","0"
"23324","8017.32","0","0","0","0","0","0","0"
"20261","","","","","900","","",""
"24284","20","0","0","0","0","0","0","0"
"24439","0","0","100","0","0","0","0","0"
"24298","3180","","","","","","",""
"23968","574.88","0","0","0","0","0","0","0"
"23437","0","0","0","0","59700","3010","0","0"
"24360","0","0","224","0","0","0","0","0"
"23415","630","0","0","0","0","0","0","0"
"23340","400","","","","","","",""
"23771","0","0","1000","0","0","0","0","0"
"23770","0","0","30500","0","0","0","0","0"
"24126","260","0","3000","0","0","0","0","0"
"23368","600","0","0","0","0","0","0","0"
"24272","0","0","0","0","288.66","0","0","0"
"24112","375","0","0","0","0","17.09","0","0"
"23837","45","0","0","0","0","0","0","0"
"23792","765","0","440","0","0","0","0","0"
"23267","1500","0","0","0","0","0","0","0"
"23750","575","0","6000","0","0","0","0","0"
"24256","565","0","0","0","0","0","0","0"
"24377","20","0","0","0","75","0","0","0"
"23506","0","0","0","0","292","0","0","0"
"23724","70","","","","","","",""
"23931","0","0","0","0","0","1000","0","0"
"23634","0","0","6957.3","0","0","0","0","0"
"24022","600","0","0","0","7850","63","0","0"
"24012","0","0","100","0","3815.05","0","0","0"
"24301","2733.82","0","0","0","0","0","0","0"
"24032","1225","0","0","0","0","0","0","0"
"23751","10060","0","0","0","0","0","0","0"
"23440","0","0","50","0","0","0","0","0"
"24160","825","0","0","0","0","0","0","0"
"24030","1200","0","0","0","0","400","0","0"
"23758","0","0","600","0","0","0","0","0"
"24322","120","0","0","0","0","0","0","0"
"23360","725","0","0","0","125","0","0","0"
"24222","4550","","","","","","",""
"24294","0","0","0","0","2406.12","0","0","0"
"24392","491.03","","","","","","",""
"23276","675","0","0","0","0","0","0","0"
"23690","290","","","","81736.5","","",""
"24150","0","0","0","0","5200","0","0","0"
"24353","140","0","0","0","0","0","0","0"
"23291","240","0","0","0","0","0","0","0"
"23293","3500","0","100","0","0","0","0","0"
"23665","160","0","0","0","0","0","0","0"
"23612","20","0","0","0","0","0","0","0"
"23426","0","0","300","0","0","0","0","0"
"23611","0","0","0","0","8.32","0","0","0"
"24016","0","0","0","0","35.2","0","0","0"
"23733","375","0","1085.48","0","0","0","0","0"
"23343","600","0","0","0","0","0","0","0"
"23474","600","0","0","0","0","0","0","0"
"23273","95","0","0","0","0","0","0","0"
"24434","1205","0","0","0","0","0","0","0"
"23338","700","0","0","0","0","0","0","0"
"23857","0","0","0","0","17827.33","0","0","0"
"23361","400","0","2550","0","0","0","0","0"
"23941","0","0","2621.62","0","0","0","0","0"
"24145","30","0","0","0","0","0","0","0"
"24290","50","0","0","0","0","0","0","0"
"24276","","","100","","","","",""
"24414","80","0","0","0","0","0","0","0"
"24357","30","","","","100","","",""
"23959","7634.23","0","0","0","0","0","0","0"
"23538","0","0","0","0","6926.12","0","0","0"
"24241","80","0","0","0","0","65","0","0"
"24266","40","0","0","0","0","0","0","0"
"23664","0","0","0","0","0","981.67","0","0"
"24305","225","0","0","0","0","0","0","0"
"23955","0","0","100","0","0","0","0","0"
"23972","429","0","0","0","0","0","0","0"
"23457","40","","","","","","",""
"23332","5322.38","","","","","","",""
"23456","95","0","0","0","0","0","0","0"
"23261","23430.68","","","","","","",""
"24074","25","0","0","0","0","0","0","0"
"23317","7430","0","0","0","0","0","0","0"
"23577","925","","","","","","",""
"24027","0","0","1000","0","0","0","0","0"
"24152","0","0","35","0","5410.96","0","0","0"
"24161","675","0","500","0","0","0","0","0"
"24316","70","0","0","0","0","0","0","0"
"24339","0","0","200","0","465.29","0","0","0"
"23762","0","0","2000","0","0","0","0","0"
"23545","0","0","500","0","0","0","0","0"
"24128","685.71","","","","600","","",""
"23774","0","","420","","","","",""
"24114","455","0","0","0","0","0","0","0"
"24334","310","0","0","0","0","0","0","0"
"23649","270","0","0","0","0","66.53","0","0"
"24296","0","0","1481.42","0","0","0","0","0"
"23651","80","0","0","0","0","0","0","0"
"24331","40","0","0","0","0","0","0","0"
"23914","30","0","0","0","0","0","0","0"
"24268","80","0","0","0","0","0","0","0"
"23396","600","0","0","0","0","0","0","0"
"23354","720","0","0","0","0","0","0","0"
"23745","","","25","","17790.32","","",""
"23989","","","90","","","","",""
"23479","20","0","0","0","2000","0","0","0"
"24006","0","0","455","0","0","0","0","0"
"23383","1200","0","3406.05","0","16688.85","0","0","0"
"23308","3718.24","0","0","0","0","0","0","0"
"24265","100","0","0","0","0","0","0","0"
"24083","100","0","0","0","0","0","0","0"
"24259","1923","0","0","0","0","0","0","0"
"23950","60","0","0","0","0","0","0","0"
"23916","32166.14","0","1175","0","0","0","0","0"
"23470","600","0","0","0","0","0","0","0"
"24308","4.32","0","0","0","0","0","0","0"
"23778","0","0","1000","0","393.04","0","0","0"
"23624","0","0","0","0","3128","0","0","0"
"24228","320","0","0","0","0","0","0","0"
"23755","0","0","2500","0","0","0","0","0"
"24248","","","","","100","","",""
"24138","600","0","0","0","0","0","0","0"
"23788","490","0","0","0","0","0","0","0"
"23341","600","0","0","0","0","308","0","0"
"23769","0","0","56500","0","0","0","0","0"
"23907","3125","0","0","0","0","0","0","0"
"23569","800","0","4000","0","1237.21","0","0","0"
"23954","0","0","300","0","0","0","0","0"
"23670","0","0","3352.5","0","0","0","0","0"
"24125","600","0","1000","0","0","0","0","0"
"23927","0","0","0","0","0","1875.88","0","0"
"23833","60","0","0","0","0","0","0","0"
"20357","0","0","0","0","4675","0","0","0"
"20035","11123","","","","3000","","",""
"20873","0","0","0","0","58500","0","0","0"
"20512","0","0","60000","0","90000","0","0","0"
"20693","0","0","0","0","66000","0","0","0"
"20342","0","0","0","0","28474","0","0","0"
"21160","0","0","0","0","5168","0","0","0"
"20131","","","","","30200","31725.55","",""
"20346","","","","","9500","","",""
"20170","","","","","24867","","",""
"20335","19289.08","10045.55","","","","","",""
"20381","0","0","0","0","50200","0","0","0"
"20817","0","0","0","0","56506.6","1747.83","0","0"
"20931","0","0","0","0","16602.01","0","0","0"
"20638","0","0","0","0","70000","0","0","0"
"20070","1450","","","","","","",""
"20199","0","0","0","0","65000","0","0","0"
"20851","0","0","0","0","26687.98","0","0","0"
"20047","20160","0","0","0","80500","0","0","0"
"20192","0","0","0","0","25000","0","0","0"
"20394","21410","0","0","0","44800","0","0","0"
"21100","7434.13","0","0","0","6000","0","0","0"
"21168","0","0","0","0","2500","0","0","0"
"20598","0","0","5000","0","19500","0","0","0"
"20281","0","0","0","0","46000","10771.79","0","0"
"20256","0","0","0","0","35300","0","0","0"
"19994","5480","0","44600","0","0","0","0","0"
"23523","3297.32","","","","","","",""
"24226","975","","","","","","",""
"23709","50","","","","","","",""
"24278","0","0","100","0","0","0","0","0"
"24133","0","0","30","0","0","0","0","0"
"23853","0","0","0","0","433.55","0","0","0"
"24354","10","0","0","0","0","0","0","0"
"24011","1290","0","0","0","0","0","0","0"
"23885","0","0","6000","0","0","0","0","0"
"23900","20","800.06","0","0","0","0","0","0"
"23861","0","0","6000","0","0","0","0","0"
"23858","60","0","0","0","0","0","0","0"
"23796","784.88","","","","","","",""
"23984","0","0","0","0","30000","0","0","0"
"23736","0","0","21500","0","0","0","0","0"
"23512","0","0","0","0","9000","0","0","0"
"23971","0","0","0","0","0","674","0","0"
"23608","40","0","0","0","0","0","0","0"
"23594","179.85","","","","","","",""
"24378","0","0","0","0","1995.08","0","0","0"
"23392","1305","0","0","0","0","0","0","0"
"23753","0","0","0","0","0","0","0","0"
"23385","600","0","0","0","0","0","0","0"
"24328","5516.66","0","0","0","0","0","0","0"
"24587","3000","0","0","0","0","0","0","0"
"24286","0","0","100","0","0","0","0","0"
"23515","170","0","1827.72","0","0","0","0","0"
"23638","843","0","0","0","0","92.47","0","0"
"23390","600","0","0","0","0","0","0","0"
"24245","105","","","","","","",""
"24064","0","0","0","0","0","1988.2","0","0"
"24097","0","0","0","0","2580","0","0","0"
"23609","80","0","0","0","0","0","0","0"
"24356","110","0","0","0","0","0","0","0"
"23949","40","0","0","0","410","0","0","0"
"23633","255","0","250","0","0","0","0","0"
"24416","1000","","","","","","",""
"23520","250","0","0","0","0","0","0","0"
"23635","509","0","0","0","0","0","0","0"
"24338","0","0","200","0","0","0","0","0"
"24220","1300","0","500","0","0","0","0","0"
"24329","0","0","0","0","1900","0","0","0"
"23387","2100","0","0","0","0","0","0","0"
"23408","","","500","","","","",""
"23904","0","0","0","0","1000","0","0","0"
"23610","380","0","0","0","0","56.01","0","0"
"23685","0","0","1054.5","0","0","15.84","0","0"
"23650","80","0","0","0","0","0","0","0"
"24035","1000","0","480","0","0","0","0","0"
"24544","600","0","0","0","0","0","0","0"
"24427","600","0","0","0","21381.82","0","0","0"
"23398","630","0","0","0","0","0","0","0"
"23326","2300.35","","","","","","",""
"23381","600","0","0","0","500","0","0","0"
"24036","725","0","682.79","0","0","0","0","0"
"23961","0","0","558","0","0","0","0","0"
"24287","20","0","0","0","0","0","0","0"
"23589","0","0","0","0","4227.85","0","0","0"
"24258","15","","","","","","",""
"24135","30","0","100","0","0","0","0","0"
"24153","40","0","0","0","0","0","0","0"
"23648","627","0","0","0","0","8.87","0","0"
"24344","5175.92","0","0","0","0","0","0","0"
"23723","0","0","0","0","400","11.95","0","0"
"23358","1825","0","0","0","0","0","0","0"
"24299","80","0","0","0","0","0","0","0"
"24158","0","0","25000","0","0","0","0","0"
"24088","0","0","1500","0","0","0","0","0"
"24094","0","0","2500","0","0","0","0","0"
"23389","0","0","0","0","2500","0","0","0"
"24195","0","0","0","0","5952.48","0","0","0"
"24415","","","280.62","","","","",""
"23773","0","0","2000","0","0","0","0","0"
"23947","600","0","0","0","0","0","0","0"
"23748","0","0","24100","0","0","0","0","0"
"24267","0","0","300","0","0","0","0","0"
"24023","600","0","0","0","22001.2","0","0","0"
"23485","","","","","1044.87","","",""
"23571","0","0","100","0","0","0","0","0"
"24234","30","0","0","0","0","0","0","0"
"23472","600","0","0","0","0","0","0","0"
"23281","200","0","0","0","0","0","0","0"
"24044","400","","","","","","",""
"23530","3000","0","0","0","0","0","0","0"
"23924","0","0","11000","0","0","0","0","0"
"23576","5675","","500","","","","",""
"24349","199","0","0","0","1000","0","0","0"
"23384","0","0","0","0","4200","0","0","0"
"24332","6100","","","","","","",""
"23560","0","0","0","0","1400","0","0","0"
"24263","20","0","0","0","0","0","0","0"
"23347","0","0","600","0","0","0","0","0"
"23375","600","0","0","0","0","0","0","0"
"23353","1000","0","1500","0","0","0","0","0"
"24025","800","0","0","0","0","0","0","0"
"23279","5900","","","","","","",""
"23703","5880.72","0","0","0","0","0","0","0"
"23434","0","0","3052.56","0","0","0","0","0"
"24037","600","0","0","0","0","0","0","0"
"23656","0","0","0","0","332.32","0","0","0"
"23254","3750","0","0","0","0","0","0","0"
"23596","0","0","0","0","19541.81","0","0","0"
"23848","0","0","0","0","0","738.9","0","0"
"23921","60","0","0","0","0","0","0","0"
"23913","0","0","0","0","405.4","0","0","0"
"23269","4150","0","850","0","0","0","0","0"
"23592","19450","0","500","0","0","0","0","0"
"23490","1400","","","","","","",""
"23613","80","","","","","","",""
"23294","0","0","0","0","2125","0","0","0"
"20159","0","0","0","0","26400","13775.28","0","0"
"20424","","","","","2700","","",""
"20935","0","0","0","0","2500","0","0","0"
"20887","0","0","0","0","75000","0","0","0"
"20625","0","0","3111.25","0","40000","0","0","0"
"20255","0","0","0","0","35000","11005","0","0"
"20023","0","0","0","0","4000","0","0","0"
"20660","0","0","10000","0","0","0","0","0"
"20128","0","0","0","0","6935.72","0","0","0"
"20668","0","0","0","0","4090","1200","0","0"
"20277","0","0","0","0","3850","0","0","0"
"20760","675","0","0","0","55835.04","0","0","0"
"20664","0","0","15000","0","0","0","0","0"
"20758","0","0","0","0","23175","0","0","0"
"20797","0","0","0","0","65000","0","0","0"
"20507","","","30000","","50000","","",""
"20173","0","0","0","0","12787","0","0","0"
"20828","","","","","800","","",""
"20026","","","","","1605","","",""
"20141","0","0","0","0","2000","0","0","0"
"20058","11160","0","0","0","76000","0","0","0"
"20238","0","0","26100","809.9","0","0","0","0"
"21139","831.6","","","","","","",""
"20418","60","","","","29330","","",""
"20501","0","0","0","0","71000","1260.58","0","0"
"20811","30","0","0","0","0","0","0","0"
"20479","0","0","0","0","31000","0","0","0"
"20303","","","","","1000","","",""
"20441","0","0","0","0","5715.15","0","0","0"
"20496","0","0","0","0","7000","0","0","0"
"20061","0","0","0","0","22000","5924.05","0","0"
"18771","1500","0","0","0","0","0","0","0"
"19417","2820","0","0","0","0","0","0","0"
"19650","20","0","0","0","0","0","0","0"
"19101","890","0","0","0","0","0","0","0"
"19053","3300","0","0","0","0","0","0","0"
"18981","350","0","0","0","0","0","0","0"
"19602","2711.64","0","0","0","0","0","0","0"
"18754","1680","","","","","","",""
"18769","26407.5","0","0","0","0","0","0","0"
"19198","2245","0","600","0","0","0","0","0"
"19429","20","","","","","","",""
"19020","","","4000","","","","",""
"19224","1050","0","0","0","0","0","0","0"
"18856","54488.75","0","0","0","0","0","0","0"
"18442","0","0","11436.38","0","0","0","0","0"
"18873","0","0","0","0","17048.36","0","0","0"
"18479","15","","","","","","",""
"19221","0","0","738","0","1668.71","0","0","0"
"18466","0","0","1000","0","0","0","0","0"
"18732","100","0","0","0","0","0","0","0"
"19236","1606.5","","","","","","",""
"21022","95","0","0","0","4340","0","0","0"
"21064","0","0","0","0","6050","4526.65","0","0"
"20626","0","0","0","0","5000","0","0","0"
"20745","0","0","0","0","4580.8","0","0","0"
"20864","0","0","0","0","5690.23","0","0","0"
"20152","0","0","0","0","20000","0","0","0"
"20796","0","0","0","0","12000","0","0","0"
"21101","0","0","0","0","5000","0","0","0"
"20950","200","0","0","0","0","0","0","0"
"20163","0","0","0","0","8050","0","0","0"
"20165","0","0","113","0","9480","0","0","0"
"21122","0","0","0","0","6108","0","0","0"
"20448","0","0","0","0","10000","0","0","0"
"20872","","","325","","18625","16625.97","",""
"20319","0","0","0","0","30220.45","3025.57","0","0"
"20492","0","0","10000","0","90000","0","0","0"
"21079","2673.18","0","0","0","16500","0","0","0"
"20589","5650","0","0","0","72000","0","0","0"
"20539","0","0","20000","0","53000","0","0","0"
"20823","130000","0","99177.22","0","47500","0","0","0"
"20719","0","0","0","0","58450","0","0","0"
"20221","","","","","1500","","",""
"21108","0","0","0","0","6100","0","0","0"
"20323","0","0","0","0","2200","0","0","0"
"20257","250","0","0","0","7000","0","0","0"
"20544","0","0","0","0","28350","0","0","0"
"20550","0","0","40000","0","40000","1000","0","0"
"20725","0","0","10000","0","96500","0","0","0"
"20150","0","0","0","0","0","11187.6","0","0"
"20260","7450","0","0","0","0","0","0","0"
"20162","0","0","0","0","57354.72","1056.55","0","0"
"19995","80","0","0","0","13057.02","0","0","0"
"21078","0","0","0","0","3300","0","0","0"
"20181","","","","","18846.21","","",""
"20604","0","0","0","0","61000","0","0","0"
"20601","105","0","50000","0","78000","0","0","0"
"20509","0","0","9800","0","0","0","0","0"
"20278","0","0","0","0","70935.12","0","0","0"
"20835","300","","","","3783.26","","",""
"20385","0","0","0","0","20000","0","0","0"
"20778","18967","0","0","0","95275","0","0","0"
"20470","2165","0","2500","0","50000","0","0","0"
"20818","0","0","10000","0","85000","0","0","0"
"20766","1000","","","","3100","","",""
"20245","0","0","0","0","8000","0","0","0"
"21005","","","100","","","","",""
"21021","0","0","0","0","4000","0","0","0"
"20486","0","0","5000","0","45000","0","0","0"
"20224","0","0","0","0","3418","0","0","0"
"20359","0","0","0","0","21000","0","0","0"
"20458","0","0","0","0","15450","0","0","0"
"20572","0","0","0","0","29352","0","0","0"
"20786","0","0","10000","0","76000","0","0","0"
"21050","0","0","0","0","2800","0","0","0"
"20633","0","0","0","0","53836","0","0","0"
"20395","15906","0","0","0","105348","0","0","0"
"19342","210","0","0","0","1080.43","0","0","0"
"20570","0","0","0","0","93500","206.57","0","0"
"20351","0","0","0","0","12282.25","0","0","0"
"21135","","","","","500","","",""
"21124","","","75","","2675.05","","",""
"20089","600","0","0","0","49200","0","0","0"
"20142","80","0","0","0","0","0","0","0"
"20559","2260","","5000","","42000","400","",""
"21087","0","0","0","0","6600","0","0","0"
"20865","40","0","0","0","65900","0","0","0"
"20203","0","0","55500","0","0","0","0","0"
"21175","830","0","0","0","0","0","0","0"
"20355","0","0","0","0","8320.45","0","0","0"
"20273","500","0","0","0","25900","5785.76","0","0"
"20556","1175","0","0","0","0","0","0","0"
"20217","0","0","0","0","15225","324","0","0"
"21159","40","0","0","0","2300","0","0","0"
"20683","500","0","0","0","9000","0","0","0"
"21002","1460.21","0","0","0","1500","4056.69","0","0"
"20015","0","0","390.8","0","32000","1158.88","0","0"
"20738","50","0","5000","0","70000","0","0","0"
"21165","100","0","0","0","2200","2275","0","0"
"20533","0","0","2000","0","27000","0","0","0"
"20686","19068","0","0","0","55000","0","0","0"
"20415","0","0","0","0","7923.21","0","0","0"
"20405","162","0","0","0","15856.09","0","0","0"
"20314","0","0","0","0","9000","0","0","0"
"20696","0","0","0","0","25500","0","0","0"
"20439","29650","0","0","0","26250","5373.94","0","0"
"20063","1425","0","0","0","87000","400","0","0"
"16892","600","0","0","0","0","0","0","0"
"16882","600","0","0","0","0","0","0","0"
"19304","236","0","0","0","0","0","0","0"
"19437","48.5","0","0","0","0","0","0","0"
"18864","5","0","0","0","0","0","0","0"
"18826","357.5","0","0","0","0","0","0","0"
"19509","56","0","0","0","0","0","0","0"
"19266","3.5","0","0","0","0","0","0","0"
"18788","3","0","0","0","0","0","0","0"
"14831","","","","","7500","","",""
"19573","140","0","0","0","0","0","0","0"
"18825","19","0","0","0","0","0","0","0"
"19137","1116.62","0","0","0","0","0","0","0"
"18790","421","0","0","0","0","0","0","0"
"18831","","","","","840.19","","",""
"18527","1200","0","0","0","0","0","0","0"
"19677","30","0","0","0","0","0","0","0"
"19111","105","","","","5867.93","15000","",""
"18859","0","0","24.34","0","7567.34","0","0","0"
"18556","0","0","0","0","1000","0","0","0"
"19808","0","0","854","0","0","0","0","0"
"18528","600","0","0","0","9657.3","0","0","0"
"21086","2324.03","","","","","","",""
"21147","0","0","300","0","5300","0","0","0"
"20322","0","0","49.69","0","3557","0","0","0"
"20776","","","","","6825","","",""
"20469","0","0","0","0","5000","0","0","0"
"21067","18174","0","0","0","73680","0","0","0"
"21038","4200","0","0","0","39000","0","0","0"
"20607","6351.25","","","","","","",""
"21046","3000","0","0","0","0","0","0","0"
"20172","0","0","0","0","75960.34","6649.03","0","0"
"20407","0","0","0","0","37500","1825.24","0","0"
"20748","","","","","3000","","",""
"20187","","","","","6000","","",""
"20253","0","0","0","0","16000","0","0","0"
"20226","","","","","10000","","",""
"20783","0","0","10000","0","45200","0","0","0"
"20957","","","","","2600","","",""
"20845","0","0","0","0","13000","0","0","0"
"20417","0","0","0","0","9628","0","0","0"
"20178","0","0","0","0","1850","7140.05","0","0"
"20239","","","","","4500","4426.58","",""
"21138","0","0","0","0","5200","0","0","0"
"20132","435","0","950","0","15525","0","0","0"
"20196","600","0","0","0","30000","0","0","0"
"20382","0","0","0","0","10025","0","0","0"
"20715","92000","0","6000","0","0","0","0","0"
"20591","0","0","30000","0","0","0","0","0"
"20800","0","0","0","0","0","32.5","0","0"
"20214","0","0","0","0","7000","0","0","0"
"20779","70","0","3000","0","60250","0","0","0"
"20940","0","0","0","0","2500","0","0","0"
"21035","14230","","","","","","",""
"20401","0","0","0","0","42440.02","0","0","0"
"20402","0","0","0","0","30923.81","0","0","0"
"20684","","","","","11000","","",""
"20093","","","","","80500","","",""
"21027","400","0","0","0","6400","10858.8","0","0"
"20105","20000","","","","1000","","",""
"21068","500","0","0","0","5500","0","0","0"
"20718","0","0","0","0","62000","0","0","0"
"21010","0","0","0","0","3000","0","0","0"
"20019","","","","","3990.6","","",""
"20487","60","0","0","0","16000","0","0","0"
"20565","165","0","0","0","0","0","0","0"
"20717","","","12000","","31000","","",""
"20360","0","0","0","0","59050","3430","0","0"
"20317","0","0","0","0","4840","0","0","0"
"20176","0","0","0","0","55989.96","0","0","0"
"20730","5125","0","8300","0","53288.04","0","0","0"
"20200","600","0","0","0","52000","0","0","0"
"20456","0","0","0","0","17003.41","0","0","0"
